note_id,application_id,creation_date,note_text
91905,342351,2020-01-08,Note text 91905
91906,385427,2021-12-13,Note text 91906
91907,339107,2020-03-18,Note text 91907
91908,424237,2023-12-13,Note text 91908
91909,370544,2021-06-09,Note text 91909
91910,423470,2022-01-14,Note text 91910
91911,218750,2020-02-21,Note text 91911
91912,50786,2021-12-24,Note text 91912
91913,251097,2021-06-09,Note text 91913
91914,213983,2023-01-29,Note text 91914
91915,358372,2021-05-10,Note text 91915
91916,385448,2020-09-11,Note text 91916
91917,195754,2023-06-25,Note text 91917
91918,498728,2022-07-20,Note text 91918
91919,352460,2023-03-25,Note text 91919
91920,452148,2023-09-29,Note text 91920
91921,163226,2022-08-26,Note text 91921
91922,232614,2021-10-27,Note text 91922
91923,24549,2022-07-25,Note text 91923
91924,39926,2023-02-13,Note text 91924
91925,198652,2021-01-03,Note text 91925
91926,444707,2023-04-05,Note text 91926
91927,214995,2021-02-27,Note text 91927
91928,23061,2020-03-05,Note text 91928
91929,259932,2022-04-16,Note text 91929
91930,1326,2021-03-19,Note text 91930
91931,386588,2023-06-07,Note text 91931
91932,426444,2021-08-18,Note text 91932
91933,258953,2023-03-18,Note text 91933
91934,364933,2020-06-11,Note text 91934
91935,391433,2022-11-21,Note text 91935
91936,387855,2022-01-05,Note text 91936
91937,423392,2022-05-12,Note text 91937
91938,148082,2022-01-28,Note text 91938
91939,336033,2023-11-16,Note text 91939
91940,168247,2022-02-06,Note text 91940
91941,23571,2021-11-19,Note text 91941
91942,496034,2021-10-26,Note text 91942
91943,346202,2021-04-28,Note text 91943
91944,280659,2021-07-18,Note text 91944
91945,382095,2020-07-12,Note text 91945
91946,143180,2023-12-31,Note text 91946
91947,277221,2023-12-06,Note text 91947
91948,64543,2022-02-06,Note text 91948
91949,37166,2021-09-19,Note text 91949
91950,161376,2022-11-09,Note text 91950
91951,114915,2021-09-11,Note text 91951
91952,43632,2022-02-20,Note text 91952
91953,463153,2023-07-23,Note text 91953
91954,25304,2020-10-06,Note text 91954
91955,283072,2022-02-20,Note text 91955
91956,332998,2021-10-14,Note text 91956
91957,49931,2020-04-24,Note text 91957
91958,23694,2022-04-03,Note text 91958
91959,484775,2022-01-09,Note text 91959
91960,5911,2021-02-12,Note text 91960
91961,274281,2020-01-29,Note text 91961
91962,461623,2022-11-03,Note text 91962
91963,275860,2021-03-03,Note text 91963
91964,382266,2020-01-02,Note text 91964
91965,462743,2023-12-30,Note text 91965
91966,269993,2022-02-19,Note text 91966
91967,216151,2021-07-10,Note text 91967
91968,41612,2022-01-10,Note text 91968
91969,450013,2021-09-10,Note text 91969
91970,283480,2020-06-28,Note text 91970
91971,156536,2021-04-23,Note text 91971
91972,184911,2022-11-27,Note text 91972
91973,105679,2022-04-03,Note text 91973
91974,496770,2022-04-27,Note text 91974
91975,4234,2022-10-27,Note text 91975
91976,429590,2022-04-11,Note text 91976
91977,100746,2023-01-21,Note text 91977
91978,354114,2020-10-03,Note text 91978
91979,321637,2021-04-04,Note text 91979
91980,441447,2022-10-01,Note text 91980
91981,435971,2021-02-07,Note text 91981
91982,228546,2020-01-11,Note text 91982
91983,420209,2023-07-05,Note text 91983
91984,469636,2020-06-26,Note text 91984
91985,93110,2022-11-13,Note text 91985
91986,88898,2020-01-07,Note text 91986
91987,128692,2021-11-05,Note text 91987
91988,133351,2023-09-11,Note text 91988
91989,208375,2020-08-23,Note text 91989
91990,27921,2021-02-09,Note text 91990
91991,243418,2023-01-20,Note text 91991
91992,432585,2020-02-02,Note text 91992
91993,451580,2023-03-22,Note text 91993
91994,64446,2022-12-13,Note text 91994
91995,86761,2020-10-07,Note text 91995
91996,306300,2023-07-13,Note text 91996
91997,460003,2023-06-22,Note text 91997
91998,13809,2020-08-13,Note text 91998
91999,331051,2020-06-02,Note text 91999
92000,298375,2022-02-28,Note text 92000
92001,33289,2021-04-01,Note text 92001
92002,400569,2020-04-11,Note text 92002
92003,142290,2021-02-16,Note text 92003
92004,94336,2021-02-01,Note text 92004
92005,132924,2023-11-08,Note text 92005
92006,343171,2023-04-24,Note text 92006
92007,50267,2022-12-15,Note text 92007
92008,264722,2023-03-12,Note text 92008
92009,360305,2020-01-19,Note text 92009
92010,97133,2021-05-23,Note text 92010
92011,137081,2022-07-17,Note text 92011
92012,290286,2020-09-22,Note text 92012
92013,326519,2021-01-22,Note text 92013
92014,370261,2022-04-30,Note text 92014
92015,219219,2023-04-20,Note text 92015
92016,478421,2023-05-04,Note text 92016
92017,210878,2022-09-01,Note text 92017
92018,193120,2023-03-30,Note text 92018
92019,242248,2023-02-22,Note text 92019
92020,5899,2022-03-14,Note text 92020
92021,466082,2021-11-02,Note text 92021
92022,27512,2021-05-26,Note text 92022
92023,9005,2022-07-21,Note text 92023
92024,8065,2020-09-07,Note text 92024
92025,72715,2023-04-16,Note text 92025
92026,149543,2021-11-15,Note text 92026
92027,257732,2022-07-18,Note text 92027
92028,383436,2021-09-18,Note text 92028
92029,300251,2022-09-21,Note text 92029
92030,383179,2020-10-22,Note text 92030
92031,307875,2023-08-28,Note text 92031
92032,117524,2023-02-24,Note text 92032
92033,152889,2021-09-24,Note text 92033
92034,100336,2021-06-04,Note text 92034
92035,485468,2021-04-10,Note text 92035
92036,206125,2022-03-30,Note text 92036
92037,141226,2021-07-21,Note text 92037
92038,456454,2022-02-10,Note text 92038
92039,174368,2023-08-19,Note text 92039
92040,355504,2021-12-09,Note text 92040
92041,85306,2022-02-22,Note text 92041
92042,352396,2020-10-22,Note text 92042
92043,430130,2022-07-13,Note text 92043
92044,315011,2020-11-25,Note text 92044
92045,5844,2022-05-05,Note text 92045
92046,454626,2020-04-27,Note text 92046
92047,223987,2020-01-13,Note text 92047
92048,42161,2021-11-06,Note text 92048
92049,421881,2021-02-14,Note text 92049
92050,20666,2023-05-29,Note text 92050
92051,287967,2020-09-15,Note text 92051
92052,223679,2021-03-24,Note text 92052
92053,477660,2023-04-24,Note text 92053
92054,26282,2022-03-20,Note text 92054
92055,421228,2022-06-19,Note text 92055
92056,206475,2022-05-21,Note text 92056
92057,279429,2020-07-22,Note text 92057
92058,192163,2023-05-19,Note text 92058
92059,204089,2023-02-25,Note text 92059
92060,464845,2020-04-11,Note text 92060
92061,231441,2021-03-23,Note text 92061
92062,339872,2023-05-13,Note text 92062
92063,362938,2020-01-19,Note text 92063
92064,219683,2023-08-08,Note text 92064
92065,252383,2020-09-11,Note text 92065
92066,457547,2021-05-09,Note text 92066
92067,89897,2022-08-20,Note text 92067
92068,150695,2023-11-17,Note text 92068
92069,154335,2023-06-19,Note text 92069
92070,100209,2023-05-09,Note text 92070
92071,382570,2022-03-11,Note text 92071
92072,353570,2022-08-16,Note text 92072
92073,130434,2023-02-17,Note text 92073
92074,433108,2020-04-16,Note text 92074
92075,310226,2020-02-13,Note text 92075
92076,416491,2022-01-10,Note text 92076
92077,288826,2023-03-04,Note text 92077
92078,359221,2020-09-02,Note text 92078
92079,152453,2020-06-13,Note text 92079
92080,26053,2020-06-04,Note text 92080
92081,119554,2020-09-07,Note text 92081
92082,223766,2021-03-14,Note text 92082
92083,349428,2020-07-04,Note text 92083
92084,81328,2023-07-05,Note text 92084
92085,33345,2021-09-21,Note text 92085
92086,36700,2023-12-31,Note text 92086
92087,77774,2022-12-31,Note text 92087
92088,165917,2020-09-25,Note text 92088
92089,173326,2020-05-25,Note text 92089
92090,277339,2022-07-29,Note text 92090
92091,498012,2021-05-30,Note text 92091
92092,47711,2020-10-26,Note text 92092
92093,125701,2023-05-11,Note text 92093
92094,21438,2022-03-04,Note text 92094
92095,221898,2020-05-01,Note text 92095
92096,494976,2020-04-19,Note text 92096
92097,82074,2020-01-07,Note text 92097
92098,219133,2021-06-09,Note text 92098
92099,248132,2022-04-25,Note text 92099
92100,141557,2023-11-24,Note text 92100
92101,48505,2022-12-16,Note text 92101
92102,197097,2022-10-08,Note text 92102
92103,85555,2021-06-19,Note text 92103
92104,427474,2022-02-03,Note text 92104
92105,490268,2021-02-07,Note text 92105
92106,245532,2020-03-08,Note text 92106
92107,390183,2022-06-21,Note text 92107
92108,434735,2020-08-03,Note text 92108
92109,48028,2020-02-21,Note text 92109
92110,106437,2023-01-29,Note text 92110
92111,140065,2022-07-18,Note text 92111
92112,207902,2022-09-10,Note text 92112
92113,472454,2020-03-10,Note text 92113
92114,417110,2021-10-07,Note text 92114
92115,18475,2020-09-12,Note text 92115
92116,214593,2020-07-20,Note text 92116
92117,147218,2023-10-10,Note text 92117
92118,338375,2023-03-03,Note text 92118
92119,487054,2023-05-18,Note text 92119
92120,203657,2020-03-27,Note text 92120
92121,107213,2020-04-17,Note text 92121
92122,347823,2021-04-04,Note text 92122
92123,217394,2020-11-22,Note text 92123
92124,20930,2022-01-11,Note text 92124
92125,171085,2020-03-01,Note text 92125
92126,11897,2023-01-18,Note text 92126
92127,397877,2023-10-17,Note text 92127
92128,63277,2020-02-18,Note text 92128
92129,289507,2021-11-11,Note text 92129
92130,456711,2021-02-20,Note text 92130
92131,328426,2020-01-09,Note text 92131
92132,343522,2023-07-28,Note text 92132
92133,388277,2023-03-04,Note text 92133
92134,134732,2021-10-12,Note text 92134
92135,220098,2020-01-13,Note text 92135
92136,341262,2023-07-20,Note text 92136
92137,184243,2020-07-21,Note text 92137
92138,123728,2023-11-16,Note text 92138
92139,271652,2022-01-15,Note text 92139
92140,464385,2022-01-05,Note text 92140
92141,465495,2021-11-20,Note text 92141
92142,104617,2020-12-20,Note text 92142
92143,75517,2023-12-20,Note text 92143
92144,228159,2021-04-23,Note text 92144
92145,210159,2021-05-10,Note text 92145
92146,282260,2022-02-09,Note text 92146
92147,77414,2023-06-08,Note text 92147
92148,19623,2020-05-21,Note text 92148
92149,327502,2023-07-29,Note text 92149
92150,320721,2020-10-14,Note text 92150
92151,283889,2020-02-17,Note text 92151
92152,118949,2021-02-15,Note text 92152
92153,486955,2021-08-19,Note text 92153
92154,162031,2023-05-26,Note text 92154
92155,309137,2020-04-22,Note text 92155
92156,395161,2022-05-10,Note text 92156
92157,245281,2021-07-30,Note text 92157
92158,216664,2021-10-02,Note text 92158
92159,253888,2022-06-25,Note text 92159
92160,478667,2021-09-28,Note text 92160
92161,275121,2021-10-09,Note text 92161
92162,211534,2022-12-16,Note text 92162
92163,211213,2022-07-14,Note text 92163
92164,119139,2022-01-16,Note text 92164
92165,231599,2021-08-20,Note text 92165
92166,468061,2021-10-27,Note text 92166
92167,355509,2021-02-14,Note text 92167
92168,403192,2020-01-06,Note text 92168
92169,444059,2023-09-03,Note text 92169
92170,344245,2020-01-10,Note text 92170
92171,236910,2022-08-22,Note text 92171
92172,114565,2022-08-30,Note text 92172
92173,215134,2022-01-09,Note text 92173
92174,90000,2023-09-03,Note text 92174
92175,35329,2020-06-08,Note text 92175
92176,239810,2020-04-27,Note text 92176
92177,124230,2023-09-30,Note text 92177
92178,278536,2020-02-26,Note text 92178
92179,492782,2020-05-25,Note text 92179
92180,95434,2021-10-10,Note text 92180
92181,338336,2021-11-18,Note text 92181
92182,302130,2022-10-25,Note text 92182
92183,241174,2023-12-09,Note text 92183
92184,397598,2021-06-01,Note text 92184
92185,182873,2021-08-11,Note text 92185
92186,318527,2022-04-13,Note text 92186
92187,283804,2020-01-01,Note text 92187
92188,306700,2020-06-28,Note text 92188
92189,20489,2021-11-05,Note text 92189
92190,2940,2021-07-11,Note text 92190
92191,11994,2023-12-15,Note text 92191
92192,81279,2022-05-03,Note text 92192
92193,242726,2021-06-16,Note text 92193
92194,333127,2023-08-05,Note text 92194
92195,155359,2021-09-19,Note text 92195
92196,150918,2020-07-27,Note text 92196
92197,69309,2022-03-12,Note text 92197
92198,191002,2023-10-10,Note text 92198
92199,224439,2021-12-09,Note text 92199
92200,498984,2022-07-09,Note text 92200
92201,226349,2020-03-27,Note text 92201
92202,53514,2023-02-17,Note text 92202
92203,494512,2022-03-26,Note text 92203
92204,334835,2022-07-06,Note text 92204
92205,145610,2020-08-27,Note text 92205
92206,133043,2020-06-29,Note text 92206
92207,101661,2023-03-21,Note text 92207
92208,11111,2022-01-29,Note text 92208
92209,198598,2022-07-02,Note text 92209
92210,146542,2020-06-25,Note text 92210
92211,403339,2020-01-11,Note text 92211
92212,147470,2021-09-20,Note text 92212
92213,307820,2020-05-18,Note text 92213
92214,296505,2021-12-30,Note text 92214
92215,152852,2022-01-17,Note text 92215
92216,393363,2023-06-24,Note text 92216
92217,484916,2020-10-23,Note text 92217
92218,158740,2022-10-12,Note text 92218
92219,246479,2021-10-29,Note text 92219
92220,345904,2021-04-07,Note text 92220
92221,304140,2021-07-08,Note text 92221
92222,480453,2023-02-03,Note text 92222
92223,191967,2021-12-31,Note text 92223
92224,215610,2020-07-05,Note text 92224
92225,441306,2020-06-09,Note text 92225
92226,197733,2023-10-12,Note text 92226
92227,288336,2022-01-08,Note text 92227
92228,91682,2022-03-11,Note text 92228
92229,424592,2022-10-05,Note text 92229
92230,5472,2020-12-20,Note text 92230
92231,207381,2022-02-13,Note text 92231
92232,406709,2021-10-29,Note text 92232
92233,85776,2020-10-10,Note text 92233
92234,295467,2022-03-02,Note text 92234
92235,390108,2022-11-16,Note text 92235
92236,226271,2022-03-18,Note text 92236
92237,51574,2021-02-24,Note text 92237
92238,449846,2022-11-27,Note text 92238
92239,487999,2020-10-18,Note text 92239
92240,140628,2023-10-08,Note text 92240
92241,490152,2023-09-01,Note text 92241
92242,247332,2023-05-18,Note text 92242
92243,245528,2022-08-21,Note text 92243
92244,487061,2022-11-03,Note text 92244
92245,254081,2022-11-12,Note text 92245
92246,490202,2023-07-01,Note text 92246
92247,110853,2023-11-09,Note text 92247
92248,118530,2021-12-01,Note text 92248
92249,250670,2023-01-15,Note text 92249
92250,231944,2020-10-17,Note text 92250
92251,46689,2023-06-02,Note text 92251
92252,330493,2022-01-02,Note text 92252
92253,11687,2022-04-20,Note text 92253
92254,444100,2022-12-04,Note text 92254
92255,205054,2023-10-25,Note text 92255
92256,133068,2020-07-07,Note text 92256
92257,338698,2020-11-11,Note text 92257
92258,310496,2022-03-17,Note text 92258
92259,270578,2021-03-20,Note text 92259
92260,236866,2021-03-23,Note text 92260
92261,384495,2023-01-31,Note text 92261
92262,162426,2023-03-31,Note text 92262
92263,289428,2020-05-10,Note text 92263
92264,321147,2021-10-08,Note text 92264
92265,459272,2023-05-28,Note text 92265
92266,42196,2022-09-09,Note text 92266
92267,376541,2021-06-06,Note text 92267
92268,355777,2023-08-31,Note text 92268
92269,37915,2020-03-28,Note text 92269
92270,80844,2021-12-01,Note text 92270
92271,193977,2022-04-10,Note text 92271
92272,452694,2021-02-18,Note text 92272
92273,489634,2022-01-17,Note text 92273
92274,207433,2023-01-07,Note text 92274
92275,323896,2020-07-22,Note text 92275
92276,379713,2022-02-16,Note text 92276
92277,313589,2021-04-28,Note text 92277
92278,241790,2022-12-06,Note text 92278
92279,80398,2021-03-23,Note text 92279
92280,52798,2020-11-29,Note text 92280
92281,276385,2023-08-24,Note text 92281
92282,337391,2022-09-08,Note text 92282
92283,488719,2022-06-22,Note text 92283
92284,62188,2022-02-11,Note text 92284
92285,373708,2021-03-12,Note text 92285
92286,467637,2020-06-20,Note text 92286
92287,136124,2023-03-23,Note text 92287
92288,256283,2021-10-31,Note text 92288
92289,10252,2020-11-27,Note text 92289
92290,406139,2020-07-16,Note text 92290
92291,202287,2020-07-23,Note text 92291
92292,426397,2021-08-03,Note text 92292
92293,77027,2022-05-21,Note text 92293
92294,307042,2023-11-30,Note text 92294
92295,322854,2023-10-29,Note text 92295
92296,287108,2023-03-31,Note text 92296
92297,59842,2022-02-21,Note text 92297
92298,376825,2022-06-06,Note text 92298
92299,267580,2023-03-25,Note text 92299
92300,458303,2022-11-21,Note text 92300
92301,291633,2020-03-08,Note text 92301
92302,242435,2023-09-08,Note text 92302
92303,182591,2021-06-26,Note text 92303
92304,26262,2020-07-08,Note text 92304
92305,453992,2020-07-18,Note text 92305
92306,398089,2023-03-08,Note text 92306
92307,313376,2021-09-11,Note text 92307
92308,335157,2022-07-06,Note text 92308
92309,399942,2022-10-24,Note text 92309
92310,167167,2020-09-02,Note text 92310
92311,153321,2023-02-18,Note text 92311
92312,164821,2020-05-12,Note text 92312
92313,238677,2021-12-13,Note text 92313
92314,367724,2021-07-15,Note text 92314
92315,110910,2022-06-05,Note text 92315
92316,250672,2023-06-13,Note text 92316
92317,174391,2021-07-08,Note text 92317
92318,313125,2022-06-19,Note text 92318
92319,420268,2022-10-20,Note text 92319
92320,89998,2021-04-13,Note text 92320
92321,311612,2021-09-14,Note text 92321
92322,424154,2020-05-25,Note text 92322
92323,33409,2020-07-01,Note text 92323
92324,9881,2022-09-17,Note text 92324
92325,75997,2021-10-29,Note text 92325
92326,190834,2020-04-27,Note text 92326
92327,111840,2020-08-06,Note text 92327
92328,340999,2023-04-10,Note text 92328
92329,426671,2021-10-12,Note text 92329
92330,107095,2023-06-27,Note text 92330
92331,358004,2021-07-27,Note text 92331
92332,164423,2020-04-30,Note text 92332
92333,375109,2022-08-20,Note text 92333
92334,44210,2020-01-01,Note text 92334
92335,115021,2021-10-27,Note text 92335
92336,321836,2023-03-01,Note text 92336
92337,166576,2022-03-30,Note text 92337
92338,271393,2021-05-27,Note text 92338
92339,202621,2023-04-03,Note text 92339
92340,201576,2022-12-30,Note text 92340
92341,252803,2023-09-24,Note text 92341
92342,246694,2022-01-04,Note text 92342
92343,403725,2021-08-30,Note text 92343
92344,380008,2020-12-19,Note text 92344
92345,336180,2020-04-17,Note text 92345
92346,222128,2020-03-25,Note text 92346
92347,433612,2021-06-05,Note text 92347
92348,451920,2020-08-01,Note text 92348
92349,12628,2023-09-06,Note text 92349
92350,320718,2021-04-02,Note text 92350
92351,75779,2022-12-20,Note text 92351
92352,106441,2022-03-21,Note text 92352
92353,245227,2023-04-13,Note text 92353
92354,317173,2023-09-10,Note text 92354
92355,53262,2022-10-30,Note text 92355
92356,231056,2023-12-13,Note text 92356
92357,240185,2022-07-10,Note text 92357
92358,108401,2021-03-08,Note text 92358
92359,494802,2022-05-07,Note text 92359
92360,335801,2023-04-20,Note text 92360
92361,17707,2022-06-28,Note text 92361
92362,323835,2020-07-24,Note text 92362
92363,71528,2022-08-15,Note text 92363
92364,13810,2023-12-24,Note text 92364
92365,243801,2021-07-07,Note text 92365
92366,3723,2022-03-23,Note text 92366
92367,388989,2020-03-20,Note text 92367
92368,229489,2023-09-28,Note text 92368
92369,227765,2021-03-05,Note text 92369
92370,208791,2023-07-07,Note text 92370
92371,234585,2020-07-20,Note text 92371
92372,8468,2020-06-23,Note text 92372
92373,190120,2021-04-17,Note text 92373
92374,204583,2022-12-15,Note text 92374
92375,45138,2022-08-02,Note text 92375
92376,4185,2020-01-19,Note text 92376
92377,9154,2020-02-01,Note text 92377
92378,65402,2021-12-02,Note text 92378
92379,402323,2020-04-21,Note text 92379
92380,198376,2020-12-28,Note text 92380
92381,104225,2021-12-24,Note text 92381
92382,307673,2021-03-19,Note text 92382
92383,471080,2021-06-16,Note text 92383
92384,175896,2022-09-07,Note text 92384
92385,54379,2023-12-09,Note text 92385
92386,107772,2022-05-08,Note text 92386
92387,380053,2023-03-27,Note text 92387
92388,25982,2020-08-17,Note text 92388
92389,379432,2023-03-26,Note text 92389
92390,373050,2023-05-20,Note text 92390
92391,388124,2023-06-14,Note text 92391
92392,296859,2023-11-04,Note text 92392
92393,109266,2021-11-02,Note text 92393
92394,142204,2021-09-09,Note text 92394
92395,458555,2023-01-13,Note text 92395
92396,121364,2020-07-03,Note text 92396
92397,201994,2020-02-09,Note text 92397
92398,488116,2022-05-02,Note text 92398
92399,410625,2021-09-03,Note text 92399
92400,263950,2021-03-16,Note text 92400
92401,358570,2021-04-26,Note text 92401
92402,417257,2022-10-18,Note text 92402
92403,131469,2023-04-07,Note text 92403
92404,316263,2021-03-31,Note text 92404
92405,166802,2021-03-05,Note text 92405
92406,123388,2020-09-03,Note text 92406
92407,311449,2020-12-31,Note text 92407
92408,203729,2021-04-06,Note text 92408
92409,70189,2020-11-22,Note text 92409
92410,151776,2022-10-16,Note text 92410
92411,333492,2020-11-01,Note text 92411
92412,99712,2023-01-14,Note text 92412
92413,128050,2021-01-29,Note text 92413
92414,206652,2021-07-12,Note text 92414
92415,256808,2021-06-24,Note text 92415
92416,277318,2023-01-01,Note text 92416
92417,245322,2020-01-12,Note text 92417
92418,4939,2020-01-10,Note text 92418
92419,479923,2020-05-17,Note text 92419
92420,43973,2022-11-10,Note text 92420
92421,90369,2020-09-28,Note text 92421
92422,280882,2021-04-20,Note text 92422
92423,383860,2021-04-12,Note text 92423
92424,421263,2020-01-13,Note text 92424
92425,484712,2023-07-28,Note text 92425
92426,392163,2022-12-13,Note text 92426
92427,335879,2023-02-08,Note text 92427
92428,319008,2021-08-31,Note text 92428
92429,48018,2021-11-08,Note text 92429
92430,102441,2020-09-04,Note text 92430
92431,476654,2020-09-18,Note text 92431
92432,135758,2022-10-06,Note text 92432
92433,7064,2020-01-22,Note text 92433
92434,480264,2022-07-10,Note text 92434
92435,275293,2022-09-09,Note text 92435
92436,13665,2023-01-18,Note text 92436
92437,330492,2023-05-06,Note text 92437
92438,81956,2022-03-25,Note text 92438
92439,316341,2020-03-14,Note text 92439
92440,297864,2023-11-10,Note text 92440
92441,377495,2023-09-02,Note text 92441
92442,287798,2020-06-17,Note text 92442
92443,276784,2022-10-17,Note text 92443
92444,110502,2022-08-14,Note text 92444
92445,270065,2022-11-17,Note text 92445
92446,415216,2020-09-05,Note text 92446
92447,238212,2022-02-01,Note text 92447
92448,307725,2020-11-07,Note text 92448
92449,51073,2021-09-19,Note text 92449
92450,470388,2022-03-08,Note text 92450
92451,229156,2023-06-14,Note text 92451
92452,392088,2023-10-19,Note text 92452
92453,258527,2022-08-29,Note text 92453
92454,105820,2021-05-06,Note text 92454
92455,108326,2020-02-15,Note text 92455
92456,380978,2022-04-28,Note text 92456
92457,308548,2021-12-28,Note text 92457
92458,329182,2021-11-16,Note text 92458
92459,439679,2021-01-16,Note text 92459
92460,106347,2023-03-14,Note text 92460
92461,475505,2022-08-19,Note text 92461
92462,185412,2021-11-24,Note text 92462
92463,351141,2023-05-11,Note text 92463
92464,96378,2022-08-17,Note text 92464
92465,392332,2023-01-29,Note text 92465
92466,338824,2022-05-10,Note text 92466
92467,461069,2023-03-27,Note text 92467
92468,199212,2023-01-28,Note text 92468
92469,216674,2022-05-25,Note text 92469
92470,62987,2023-10-02,Note text 92470
92471,78788,2023-10-03,Note text 92471
92472,432215,2021-06-23,Note text 92472
92473,191806,2022-07-11,Note text 92473
92474,89336,2020-11-02,Note text 92474
92475,334586,2020-05-11,Note text 92475
92476,81466,2023-01-05,Note text 92476
92477,375367,2022-05-25,Note text 92477
92478,58486,2022-10-12,Note text 92478
92479,318851,2023-01-25,Note text 92479
92480,123565,2023-01-29,Note text 92480
92481,298091,2020-05-08,Note text 92481
92482,317516,2023-01-21,Note text 92482
92483,92474,2020-02-05,Note text 92483
92484,417613,2021-08-09,Note text 92484
92485,260914,2023-03-16,Note text 92485
92486,283438,2023-08-30,Note text 92486
92487,182262,2023-08-02,Note text 92487
92488,280260,2020-04-14,Note text 92488
92489,456882,2020-12-22,Note text 92489
92490,337627,2020-06-24,Note text 92490
92491,183101,2023-11-01,Note text 92491
92492,142044,2021-05-21,Note text 92492
92493,11168,2021-01-14,Note text 92493
92494,52187,2020-09-18,Note text 92494
92495,329830,2023-03-03,Note text 92495
92496,242795,2021-04-29,Note text 92496
92497,397467,2021-12-27,Note text 92497
92498,243263,2023-01-30,Note text 92498
92499,346047,2023-06-22,Note text 92499
92500,337574,2023-08-16,Note text 92500
92501,13389,2020-03-19,Note text 92501
92502,30490,2021-10-26,Note text 92502
92503,249314,2020-04-19,Note text 92503
92504,94730,2023-12-09,Note text 92504
92505,198795,2020-01-02,Note text 92505
92506,109559,2020-02-17,Note text 92506
92507,226863,2020-07-02,Note text 92507
92508,155848,2022-09-11,Note text 92508
92509,193328,2021-07-06,Note text 92509
92510,147838,2022-06-18,Note text 92510
92511,95246,2020-08-01,Note text 92511
92512,170181,2020-11-17,Note text 92512
92513,153518,2021-05-12,Note text 92513
92514,232247,2021-05-24,Note text 92514
92515,135949,2023-08-06,Note text 92515
92516,420080,2020-10-22,Note text 92516
92517,136591,2023-08-10,Note text 92517
92518,372636,2022-12-14,Note text 92518
92519,64304,2021-11-07,Note text 92519
92520,386873,2022-07-12,Note text 92520
92521,181929,2022-06-15,Note text 92521
92522,271003,2023-11-18,Note text 92522
92523,408940,2021-06-03,Note text 92523
92524,478722,2023-12-15,Note text 92524
92525,392298,2021-10-04,Note text 92525
92526,413446,2022-05-01,Note text 92526
92527,64784,2022-06-09,Note text 92527
92528,51219,2022-04-03,Note text 92528
92529,75911,2022-01-22,Note text 92529
92530,108153,2022-01-28,Note text 92530
92531,358160,2023-05-09,Note text 92531
92532,476555,2020-06-21,Note text 92532
92533,447030,2021-09-17,Note text 92533
92534,56521,2023-02-08,Note text 92534
92535,346910,2022-09-04,Note text 92535
92536,307178,2021-04-12,Note text 92536
92537,155942,2021-12-28,Note text 92537
92538,204982,2020-05-19,Note text 92538
92539,359472,2021-09-07,Note text 92539
92540,396334,2023-05-27,Note text 92540
92541,190960,2023-04-28,Note text 92541
92542,53990,2022-12-14,Note text 92542
92543,211963,2020-04-29,Note text 92543
92544,280108,2021-10-30,Note text 92544
92545,70876,2020-12-11,Note text 92545
92546,311646,2021-06-06,Note text 92546
92547,178404,2021-09-03,Note text 92547
92548,223174,2020-12-02,Note text 92548
92549,423838,2021-02-24,Note text 92549
92550,69538,2021-01-03,Note text 92550
92551,447399,2021-07-30,Note text 92551
92552,144304,2022-02-26,Note text 92552
92553,189312,2021-06-28,Note text 92553
92554,332168,2022-08-06,Note text 92554
92555,496126,2022-04-22,Note text 92555
92556,395884,2021-04-02,Note text 92556
92557,426367,2023-01-13,Note text 92557
92558,191054,2021-07-11,Note text 92558
92559,280422,2020-06-16,Note text 92559
92560,59963,2020-04-18,Note text 92560
92561,284143,2022-09-15,Note text 92561
92562,185313,2022-01-21,Note text 92562
92563,191174,2020-04-12,Note text 92563
92564,34778,2020-12-03,Note text 92564
92565,345629,2021-07-19,Note text 92565
92566,3978,2023-08-14,Note text 92566
92567,242866,2020-02-27,Note text 92567
92568,236378,2021-03-20,Note text 92568
92569,136247,2022-01-12,Note text 92569
92570,296051,2022-10-22,Note text 92570
92571,940,2020-07-21,Note text 92571
92572,487760,2020-06-18,Note text 92572
92573,282857,2020-03-06,Note text 92573
92574,461700,2022-04-04,Note text 92574
92575,70382,2022-07-10,Note text 92575
92576,345799,2023-04-02,Note text 92576
92577,205093,2022-05-28,Note text 92577
92578,458150,2020-06-08,Note text 92578
92579,459810,2021-03-23,Note text 92579
92580,149818,2020-09-26,Note text 92580
92581,366241,2021-05-29,Note text 92581
92582,157399,2022-09-15,Note text 92582
92583,91998,2020-12-27,Note text 92583
92584,165059,2021-01-12,Note text 92584
92585,464639,2021-02-14,Note text 92585
92586,27763,2021-05-29,Note text 92586
92587,296736,2021-09-05,Note text 92587
92588,42605,2023-11-12,Note text 92588
92589,460370,2023-09-21,Note text 92589
92590,303168,2020-07-15,Note text 92590
92591,235966,2023-02-08,Note text 92591
92592,51942,2021-11-25,Note text 92592
92593,292120,2022-08-18,Note text 92593
92594,198519,2022-06-18,Note text 92594
92595,16336,2021-12-12,Note text 92595
92596,105465,2023-12-11,Note text 92596
92597,184685,2022-01-31,Note text 92597
92598,153461,2022-12-13,Note text 92598
92599,494241,2023-03-06,Note text 92599
92600,162745,2020-05-31,Note text 92600
92601,19073,2020-06-27,Note text 92601
92602,471904,2023-08-02,Note text 92602
92603,447292,2023-06-24,Note text 92603
